word,type,replacement,emotion,source
lija,,rub something against a surface or sandpaper,Neutral,pdf
lijero,"""fast","quick, rapid",Neutral,pdf
limita,,to limit,Neutral,pdf
limitao,,limited,Neutral,pdf
limosna,"""alms",anything given to the poor,Neutral,pdf
limpia,,to clean,Satisfaction,pdf
limpiesa,"""cleanliness","cleaning, the quality of being clean",Satisfaction,pdf
limpieza,"""cleanliness","cleaning, the quality of being clean",Satisfaction,pdf
limpio,"""clean",neat,Neutral,pdf
linda,,cute (feminine),Neutral,pdf
lindo,,cute (masculine),Neutral,pdf
linea,,line,Neutral,pdf
lingasa,"""worry",anxiety,Neutral,pdf
lista,,list,Neutral,pdf
listao,,listed,Neutral,pdf
liston,,shoelace,Neutral,pdf
literal,,literal,Neutral,pdf
literario,,literary,Neutral,pdf
llama,"""to call","to recognize, to acknowledge",Neutral,pdf
llama con el policia!,,call the police!,Neutral,pdf
llamada,,call,Neutral,pdf
llave,,key,Neutral,pdf
llega,"""to arrive",to come,Neutral,pdf
llegada,,arrival,Neutral,pdf
llena,,to fill up (a container),Neutral,pdf
lleno,"""full",filled up,Neutral,pdf
lleva,,to bring,Neutral,pdf
llora,,to cry,Neutral,pdf
lobo,,wolf,Neutral,pdf
loca,"""crazy",foolish (feminine),Neutral,pdf
locao,,located,Neutral,pdf
loco,"""crazy",foolish (masculine),Neutral,pdf
locuras,"""craziness",foolishness,Neutral,pdf
lodo,,mud,Concern,pdf
lola,,grandmother,Neutral,pdf
lolo,,grandfather,Neutral,pdf
los demas,,others,Neutral,pdf
lote,,lot,Neutral,pdf
lucha,,to fight,Urgency,pdf
luchahan,,fighting,Neutral,pdf
lucut,,to crumple,Neutral,pdf
luego,,later,Neutral,pdf
luego ya,"noy. busca anay yo cen.""","later, son. i will still look for it.",Neutral,pdf
lugar,,place,Neutral,pdf
luho,,luxury or anything beyond necessary,Neutral,pdf
lujo,,luxury or anything beyond necessary,Neutral,pdf
lumus,,to drown,Urgency,pdf
luna,,moon,Neutral,pdf
lus,"""light",bulb,Neutral,pdf
luz,"""light",bulb,Neutral,pdf
lámpara,n,lamp,Neutral,pdf
lã¬bre,"""free",free of charge,Neutral,pdf
líder,n,leader,Neutral,pdf
línea,n,line,Neutral,pdf
ma eche,,not straightforward,Neutral,pdf
maantud,adj.,burnt smell,Concern,pdf
mabula,adj.,frothy,Neutral,pdf+web
mabuling,adj.,dirty,Concern,pdf+web
maca,prefix,tend to be,Neutral,pdf
maca hirvi sangre man gayod mira con aquellos de coche ta buta lang basura na camino,,it makes me angry when i see people in the car throwing waste along the road.â,Frustration,pdf
maca muri gayod na risas si vice ganda.,,vice ganda will really cause us to laugh extremely.,Neutral,pdf
macabungul,adj.,deafening,Neutral,pdf
macalam,adj.,ticklish,Neutral,pdf
macaluya,adj.,tiresome,Neutral,pdf
macamiedo,adj.,fearful,Neutral,pdf+web
macarabia,adj.,hateful,Neutral,pdf
macarisas,adj.,amusing,Neutral,pdf+web
macasap,adj.,rough,Neutral,pdf
machaca,v.,to crush,Neutral,pdf
machacao,adj.,crushed,Distress,pdf+web
machorra,adj.,infertile,Neutral,pdf
machuca,v.,to smash,Distress,pdf+web
machucado,adj.,broken,Distress,pdf
macolor,,colorful,Neutral,pdf
maculado,adj.,brawny,Neutral,pdf
macunat,adj.,tough meat,Neutral,pdf
madebe,adj.,deft ridden,Neutral,pdf
madera,n.,wood,Neutral,pdf+web
madrasta,n.,stepmother,Neutral,pdf+web
madre,n.,mother/nun,Neutral,pdf+web
madrina,n.,godmother,Neutral,pdf
madrogada,,dawn,Neutral,pdf
madrugada,n.,dawn,Neutral,pdf+web
madura,v.,to ripen,Neutral,pdf+web
maduro,adj.,ripe,Neutral,pdf+web
maescama,adj.,scaly,Neutral,pdf
maestra,,female teacher,Neutral,pdf
maestro,n.,teacher,Neutral,pdf+web
mafuerza,"""strong","mighty, powerful",Neutral,pdf
maga,aux.,plural marker,Neutral,pdf+web
maga hojas,n.,foliage,Neutral,pdf
magikero,n.,magician,Neutral,pdf
magulu,adj.,troublesome,Neutral,pdf+web
mahica,,magic,Neutral,pdf
mahina,adj.,slow,Neutral,pdf+web
mailap,adj.,wild,Neutral,pdf
mais,n.,corn,Neutral,pdf+web
maiz,,corn,Neutral,pdf
maizan,n.,cornfield,Neutral,pdf
majica,,magic,Neutral,pdf
maka-asco,,disgusting,Neutral,pdf
maka-risas,,funny,Neutral,pdf
makina,,machine,Neutral,pdf
mal,,bad,Neutral,pdf
malabo,adj.,fuzzy,Concern,pdf+web
malacara,,ugly,Neutral,pdf
malagkit,n.,glutinous rice,Neutral,pdf+web
malaman,adj.,fleshy,Neutral,pdf+web
malandug,adj.,slippery,Concern,pdf+web
malasao,adj.,halfcooked,Neutral,pdf
malata,adj.,mushy,Neutral,pdf
malbaratado,adj.,underpriced,Neutral,pdf
maldad,,bad thing or act,Neutral,pdf
maleducao,,uneducated,Neutral,pdf
malicia,,malice,Neutral,pdf
maliciosa,,malicious (feminine),Neutral,pdf
malicioso,,malicious (masculine),Neutral,pdf
malihuk,,constantly moving,Neutral,pdf
malisud,"""difficult",hard,Neutral,pdf
malo,"""bad",evil,Neutral,pdf
malo yo ta sinti,,i am sick,Concern,pdf
maltrata,,to treat badly,Neutral,pdf
maluya,,weak,Neutral,pdf
mama,,to suck milk,Neutral,pdf
man libre yo contigo si queda blanco el uwak,,i will treat you if the crow will turn into black.,Neutral,pdf
man sungkit gayod yo el maga estrella para contigo,,i will reach for the stars for you,Neutral,pdf
mana,,inheritance,Neutral,pdf
manada,"""many",much,Neutral,pdf
manda,"""to order","to command, to require, to demand, to ask for a favor",Neutral,pdf
mandamiento,"""order","command, requirement, demand",Neutral,pdf
mandato,"""order","command, requirement, demand",Neutral,pdf
maneja,"""to drive",to manage,Neutral,pdf
manera,"""way",ways,Neutral,pdf
mangga,,mango,Neutral,pdf
manggas,"""sleeve",sleeves,Neutral,pdf
mani,"""nut",peanut,Neutral,pdf
mano,,hand,Neutral,pdf
manok,,chicken,Neutral,pdf
manta,"""blanket",bedsheet,Neutral,pdf
mantene,,to provide for the need,Neutral,pdf
mantequilla,,margarine,Neutral,pdf
manyakul,,maniac,Neutral,pdf
manzanas,,apple,Neutral,pdf
maní,n,"nut, peanut",Neutral,pdf
mapa,,map,Neutral,pdf
mapait,"""bitter",bad taste,Neutral,pdf
mapilit,,sticky,Neutral,pdf
maquina,,machine,Neutral,pdf
mar,"""sea",beach,Neutral,pdf
marca,,mark,Neutral,pdf
marca palabra,,to promise,Neutral,pdf
marcha,,to march,Neutral,pdf
marchá,v,march,Neutral,pdf
marcá,v,mark,Neutral,pdf
marejada,"""waves",seawaves,Neutral,pdf
maridable,,married couple,Neutral,pdf
marido,,husband,Neutral,pdf
marijada,"""waves",seawaves,Neutral,pdf
marino,"""seafarer",sailor,Neutral,pdf
mariposa,,butterfly,Neutral,pdf
marisco,,small sea creatures with very hard shell,Neutral,pdf
maru,"""deceptive",deceiving,Neutral,pdf
mas,,more,Neutral,pdf
masa,,the great body of people,Neutral,pdf
mascota,,mascot,Neutral,pdf
masilao,,dazzling,Neutral,pdf
mason,,mason,Neutral,pdf
masquen,,any,Neutral,pdf
masquin,,any,Neutral,pdf
masucio,,dirty,Concern,pdf
masá,v,mix,Neutral,pdf
mata,,to kill,Urgency,pdf
matadero,"""killer (usually of animals such as bull","cow, pig)",Neutral,pdf
matajan,,to kill one another,Urgency,pdf
matanza,,killing,Neutral,pdf
materno,,maternal,Neutral,pdf
matinik,"""keen","perceptive, wise",Neutral,pdf
matricula,,enrolment,Neutral,pdf
matunuk,,thorny or prickly,Neutral,pdf
matá,v,kill,Urgency,pdf
maya,,a small brownish bird,Neutral,pdf
mayor,,older,Neutral,pdf
mea,"""to pee",urinate,Neutral,pdf
mecanico,,mechanic,Neutral,pdf
medi,,to measure,Neutral,pdf
media,,half,Neutral,pdf
medicina,,medicine,Neutral,pdf
medico,,doctor,Neutral,pdf
medio,"""center",middle point,Neutral,pdf
mejor,,great,Neutral,pdf
menciona,,to mention,Neutral,pdf
menguao,"""reduced","lessened, deducted",Neutral,pdf
menor,,younger,Neutral,pdf
menos,,lesser,Neutral,pdf
mensaje,,message,Neutral,pdf
mensajero,,messenger,Neutral,pdf
menta,,to blame,Neutral,pdf
mentao,,blamed,Neutral,pdf
merloquet,,very far,Neutral,pdf
mes,,month,Neutral,pdf
mesa,,table,Neutral,pdf
mescla,,to mix,Neutral,pdf
mesclao,,mixed,Neutral,pdf
mete,"""to touch",to act on something,Neutral,pdf
mga,,plural marker,Neutral,pdf
mi,,my,Neutral,pdf
mi nombre ...,,my name is ...,Neutral,pdf
mi nombre es ...,,my name is ...,Neutral,pdf
mia,"""to pee",to urinate,Neutral,pdf
miedo,"""fear",fright,Neutral,pdf
miembro,,member,Neutral,pdf
mientras,,while,Neutral,pdf
mientras tanto,,meanwhile,Neutral,pdf
mil,,thousand,Neutral,pdf
milagro,,miracle,Neutral,pdf
milagroso,,miraculous,Neutral,pdf
minuto,,minute,Neutral,pdf
mio,,mine,Neutral,pdf
mio banca lleno de anguilas,,my hovercraft is full of eels,Neutral,pdf
mio hovercraft lleno de anguilas,,my hovercraft is full of eels,Neutral,pdf
mio nana cuchara malabao,,my mother is gossiper.,Neutral,pdf
mira,"""to see",to watch,Neutral,pdf
mira kita tom and jerry,,letâs watch tom and jerry,Neutral,pdf
mirahan,"""to see each other",to meet,Neutral,pdf
miron,,watcher,Neutral,pdf
mirra,"""to see",to watch,Neutral,pdf
misa,"""mass",church service or ceremony,Neutral,pdf
miserable,,miserable,Neutral,pdf
mismo,"""self",itself,Neutral,pdf
miterio,,mystery,Neutral,pdf
miting,,meeting,Neutral,pdf
mobe,,to move,Neutral,pdf
mobida,"""move",act,Neutral,pdf
moderno,,modern,Neutral,pdf
modesto,,modest,Neutral,pdf
modo,,manners,Neutral,pdf
molestia,,to molest,Neutral,pdf
momento,,momento,Neutral,pdf
monte,,mountain,Neutral,pdf
monton,"""many","much, enormous, big",Neutral,pdf
monìeca,,doll,Neutral,pdf
morde,,to bite,Neutral,pdf
moreno,,brown,Neutral,pdf
morisqueta,,cooked rice,Neutral,pdf
motibo,,motive,Neutral,pdf
motivo,,motive,Neutral,pdf
motor,,motorcycle,Neutral,pdf
move,,to move,Neutral,pdf
movida,"""move",act,Neutral,pdf
moã±eca de pogon,,ugly,Neutral,pdf
moñeca,n,doll,Neutral,pdf
muchacho,,lad boy,Neutral,pdf
muchas,"""many",much,Neutral,pdf
muchas gracias,,thank you very much,Gratitude,pdf
muchas veces,"""often","many times, frequent",Neutral,pdf
mucho,"""many",much,Neutral,pdf
mucho gusto de conocer contigo,,pleased to meet you,Neutral,pdf
mucho veces,"""often","many times, frequent",Neutral,pdf
muda,"""to put on clothes",to dress up,Neutral,pdf
mudao,,dressed up,Neutral,pdf
mueble,,furniture,Neutral,pdf
muerte,,death,Distress,pdf
muerto,,dead,Urgency,pdf
muerto de risas,,used to express extreme happiness; extreme laugh.,Neutral,pdf
mujer,"""girl","woman, lady, wife",Neutral,pdf
mundo,,world,Neutral,pdf
munta,"""to ride",to embark,Neutral,pdf
muntao,,embarked,Neutral,pdf
munìeca,,doll,Neutral,pdf
muri,,to die,Distress,pdf
museo,,museum,Neutral,pdf
musica,,music,Neutral,pdf
musikero,,musician,Neutral,pdf
muslo,,thigh,Neutral,pdf
muta,,gummy discharge or secretion in the corner of the eye,Neutral,pdf
muy,"""very",too,Neutral,pdf
muy bien,"gracias. y tu?""",reply to 'how are you?'  (informal),Neutral,pdf
muñeca,n,doll,Neutral,pdf
mágica,n.,magic,Neutral,pdf
márca,n,mark,Neutral,pdf
márcha,v,march,Neutral,pdf
música,n,music,Neutral,pdf
na,prep.,in/at,Neutral,pdf
na buen salud,adj.,healthy,Neutral,pdf
na lata,,underdog,Neutral,pdf
nace,v.,to be born,Neutral,pdf+web
nacido,adj.,born,Neutral,pdf+web
nacimiento,n.,birth,Neutral,pdf+web
nacion,"""nation",country,Neutral,pdf+web
nacional,n.,national,Neutral,pdf+web
nacionalidad,n.,nationality,Neutral,pdf
nación,n.,nation,Neutral,pdf
nada,pro.,nothing,Neutral,pdf+web
nadador,n.,swimmer,Neutral,pdf
nadah,v.,to swim,Neutral,pdf+web
nadie,pro.,no one,Neutral,pdf+web
nadá,v,swim,Neutral,pdf
nalgas,,buttock,Neutral,pdf
namuk,n.,mosquito,Neutral,pdf+web
nana,n.,mother,Neutral,pdf+web
nangka,n.,jackfruit,Neutral,pdf+web
naná,n,pus,Neutral,pdf
naranja,n.,orange,Neutral,pdf+web
nariz,n.,nose,Neutral,pdf+web
narra,n.,redwood,Neutral,pdf
nasnas,adj.,harassment,Neutral,pdf
nasnasan,n.,fighting,Neutral,pdf
nativo,n.,native,Neutral,pdf+web
natural,n.,natural,Neutral,pdf
naturalmente,adv.,naturally,Neutral,pdf
navaja,n.,razor,Neutral,pdf+web
naval,n.,navy,Neutral,pdf
navega,v.,to navigate,Neutral,pdf
nawi,n.,rattan strips,Neutral,pdf
nayona,n.,sow,Neutral,pdf
necesario,adj.,necessary,Neutral,pdf+web
necesidad,,necessity,Neutral,pdf
necesita,n.,need,Neutral,pdf+web
necesitao,,needed,Neutral,pdf
necita yo direccion,,i need directions,Neutral,pdf
nega,v.,to deny,Frustration,pdf+web
negada,n.,denial,Neutral,pdf
negativo,adj.,negative,Neutral,pdf+web
negligencia,adj.,negligence,Neutral,pdf
negligente,adj.,careless,Neutral,pdf
negocia,v.,to negotiate,Neutral,pdf+web
negociante,n.,businessman,Neutral,pdf+web
negocio,n.,business,Neutral,pdf+web
negra,,black (feminine),Neutral,pdf
negro,adj.,black,Neutral,pdf+web
negruzco,adj.,blackish,Neutral,pdf
negá,v,"deny, to refuse",Frustration,pdf
nervia,v.,to be unsure,Neutral,pdf
nervioso,adj.,nervous,Neutral,pdf+web
neumonía,n.,pneumonia,Neutral,pdf
nganga,adj.,agape,Neutral,pdf
ngirit,n.,grin,Neutral,pdf
ngusu,n.,snout,Neutral,pdf
nicho,n.,tomb,Neutral,pdf
nineteen ninety calawang,,very old,Neutral,pdf
nineteen ninety calawang pa man gayod se cancion,,that song is very old,Neutral,pdf
niuno,"""none of (them",you),Neutral,pdf
no,,donât,Neutral,pdf
no hace por pecho el cosa yo ya habla. broma lang aquel.,,do not take seriously what i said. itâs just a joke.,Neutral,pdf
no hay,,none,Neutral,pdf
no hay chance,,used to tell that someone/something is not beneficial.,Neutral,pdf
no hay chance sigi con robin.,,there is nothing we can get from being with robin,Neutral,pdf
no hay de que,,reply to thank you,Gratitude,pdf
no hay niuno,,none of them or you,Neutral,pdf
no mas man broma-broma con lizel cae ta siembra se caã±a,,donât you ever make joke with lizel because she really holds a grudge,Neutral,pdf
no queda tampa si quien si juga basketball.,,donât act as if youâre somebody when you play basketball,Neutral,pdf
no sabe yo,,i don't know,Neutral,pdf
noche,,night,Neutral,pdf
nohay daw clase luego habla si sir.,,there will bo no class this afternoon according to our teacher.,Neutral,pdf
nombra,,to name,Neutral,pdf
nombre,,name,Neutral,pdf
nota,"""to notice",to note,Neutral,pdf
noticia,"""notice",news,Neutral,pdf
notá,v,"notice, to note",Concern,pdf
novia,,girlfriend,Neutral,pdf
novio,,boyfriend,Neutral,pdf
noy,"baÃ±a ya cae yagit ya gayod tu.""","kid, take a shower already because you look so untidy.",Neutral,pdf
nuay,,none,Neutral,pdf
nuevo,,new,Neutral,pdf
numero,,number,Neutral,pdf
nunca,,never,Neutral,pdf
nunca gayod yo pidi ayuda con vos! marca vos mi palabra.,,i will never help you. mark my word.,Neutral,pdf
náda,pron,"something, anything",Neutral,pdf
nána,n,mother,Neutral,pdf
nóta,n,note,Neutral,pdf
obedece,v.,to obey,Neutral,pdf+web
obediencia,n.,obedience,Neutral,pdf+web
obediente,adj.,obedient,Neutral,pdf
objectivo,,objective,Neutral,pdf
objeto,n.,object,Neutral,pdf+web
obligacion,,obligation,Neutral,pdf+web
obligación,n.,obligation,Neutral,pdf
obligado,adj.,obliged,Neutral,pdf
obligao,,obligated,Neutral,pdf
obra,n.,deed,Neutral,pdf+web
obrero,n.,worker,Neutral,pdf+web
observa,v.,to observe,Concern,pdf+web
observante,adj.,observant,Neutral,pdf
obtene,v.,to obtain,Neutral,pdf+web
ocasion,,occasion,Neutral,pdf+web
ocasión,n.,occasion,Neutral,pdf
oceano,n.,ocean,Neutral,pdf
ochenta,n.,eighty,Neutral,pdf
ocho,n.,eight,Neutral,pdf
octubre,n.,October,Neutral,pdf
ocupa,v.,to occupy,Neutral,pdf+web
ocupación,n.,occupation,Neutral,pdf
ocupado,adj.,busy,Neutral,pdf
ocupante,n.,occupant,Neutral,pdf
ocuri,"""to occur",to happen,Neutral,pdf
ocurrí,v.,to occur,Neutral,pdf
odia,v.,to loathe,Neutral,pdf+web
odio,n.,loathing,Neutral,pdf+web
oeste,n.,west,Neutral,pdf+web
ofende,v.,to offend,Neutral,pdf+web
ofendido,adj.,offended,Neutral,pdf
oficial,n.,official,Neutral,pdf+web
oficina,n.,office,Neutral,pdf+web
ofrece,v.,to offer,Neutral,pdf+web
ofrecimiento,n.,offering,Neutral,pdf
ofrenda,"""gift",offering,Neutral,pdf
ohala,,hopefully,Neutral,pdf
ohas,"""leaf",leaves,Neutral,pdf
oi,v.,to listen,Neutral,pdf+web
oido,,hearing,Neutral,pdf+web
ojala,inter.,God willing,Neutral,pdf+web
ojas,"""leaf",leaves,Neutral,pdf
ojo,n.,eye,Neutral,pdf+web
ojos,"""eye",eyes,Neutral,pdf
ojote,n.,rice stalk,Neutral,pdf
okra,n.,gumbo,Neutral,pdf
ole,v.,to smell,Concern,pdf
oleh,adv.,again,Neutral,pdf
olestia,adj.,smelly,Neutral,pdf
olet,,again,Neutral,pdf
olla,n.,earthen pot,Neutral,pdf
olor,n.,scent,Concern,pdf+web
oloroso,adj.,fragrant,Neutral,pdf+web
olvida,v.,to forget,Neutral,pdf+web
olvidao,adj.,forgotten,Neutral,pdf
olvidon,adj.,forgotful,Neutral,pdf
ombligo,n.,navel,Neutral,pdf
omenta,v.,to add,Neutral,pdf+web
omentao,,added,Neutral,pdf
omento,n.,addition,Neutral,pdf
onde puede compra gasolina,,where can i buy gas,Neutral,pdf
ondo,,deep,Neutral,pdf
ondura,,depth,Neutral,pdf
opera,,to operate,Neutral,pdf
operá,v,operate,Neutral,pdf
opinion,,opinion,Neutral,pdf
oportunidad,,opportunity,Neutral,pdf
oposicion,,opposition,Neutral,pdf
oposición,n,opposition,Neutral,pdf
ora,,time,Neutral,pdf
oracion,,prayer,Neutral,pdf
oración,n,prayer,Neutral,pdf
orden,,order,Neutral,pdf
ordena,,to order,Neutral,pdf
ordenanza,,ordinance,Neutral,pdf
ordinario,,ordinary,Neutral,pdf
orejas,"""ear",ears,Neutral,pdf
orgullo,,pride,Neutral,pdf
orgulloso,,proud,Neutral,pdf
origen,,origin,Neutral,pdf
original,,original,Neutral,pdf
orilla,"""side","edge, hem, shore",Neutral,pdf
oro,,gold,Neutral,pdf
ortografia,,orthography,Neutral,pdf
ortografía,n,orthography,Neutral,pdf
oscuridad,,darkness,Neutral,pdf
oscuro,,dark,Neutral,pdf
otra vez,,again,Neutral,pdf
otro,,other,Neutral,pdf
ovario,,ovary,Neutral,pdf
oídas,n.,hearsay,Neutral,pdf
oído,n.,hearing,Neutral,pdf
pa arriba,adj.,upward,Neutral,pdf
paabajo,adv.,downward,Neutral,pdf
paacabada,n.,depletion,Neutral,pdf
paagatiao,adj.,slump,Neutral,pdf
paaman,adj.,reserve,Neutral,pdf
pacang,n.,wooden paddle,Neutral,pdf
paciencia,n.,patience,Neutral,pdf+web
paciente,adj.,patient,Neutral,pdf+web
pacifica,v.,to pacify,Neutral,pdf+web
paclang de mais,n.,corn cob,Neutral,pdf
pacu,n.,fern,Neutral,pdf
paculup,adj.,face down,Neutral,pdf
padecostao,adv.,sideward,Neutral,pdf
pader,,wall,Neutral,pdf
padetras,adv.,backward,Neutral,pdf
padrasto,n.,stepfather,Neutral,pdf
padre,n.,priest,Neutral,pdf
padrino,n.,benefactor,Neutral,pdf
paga,v.,to pay,Neutral,pdf+web
pagano,n.,pagan,Neutral,pdf
pagao,adv.,paid,Neutral,pdf
pagina,n,page,Neutral,pdf+web
pago,n.,payment,Neutral,pdf+web
pahid,v.,to rub,Neutral,pdf
pahnus,adj.,stale,Neutral,pdf
pahugerias,adj.,boastings,Neutral,pdf
paicot icot,adj.,zigzag,Neutral,pdf
pais,n.,country,Neutral,pdf
paisano,n.,countryman,Neutral,pdf
pajagad,n.,sledge,Neutral,pdf
pajama,n.,pajama,Neutral,pdf
pajarea,v.,to hunt,Neutral,pdf
pajareador,n.,hunter,Neutral,pdf
pajaro,,bird,Neutral,pdf+web
pala,n.,shovel,Neutral,pdf+web
palabra,n.,word,Neutral,pdf+web
palabra del dios,n.,word of god,Neutral,pdf
palaca,n.,frog,Neutral,pdf
palacio,n.,palace,Neutral,pdf+web
paladar,n.,palate,Neutral,pdf
palakpak,v.,to clap,Neutral,pdf
palakpakan,adj.,clapping,Neutral,pdf
palanga,v.,pamper,Neutral,pdf
palangana,n.,wash basin,Neutral,pdf+web
palapala,n.,platform,Neutral,pdf
palara,n.,axe handle,Neutral,pdf
palay,,rice grain,Neutral,pdf
palayao,,nickname,Neutral,pdf
palito,,stick,Neutral,pdf
palmadia,"""to whack",to slap with an open hand,Neutral,pdf
palo,,wood,Neutral,pdf
paloma,"""dove",pigeon,Neutral,pdf
pan,,bread,Neutral,pdf
pana,"""bow and arrow",arrow,Neutral,pdf
pang,"dale comigo cen""","dad, give me money",Neutral,pdf
pantalan,,seaport,Neutral,pdf
pantalon,,long pants,Neutral,pdf
pantalán,n,seaport,Neutral,pdf
pantalón,n,long pants,Neutral,pdf
papel,,paper,Neutral,pdf
paquemodo,,how,Neutral,pdf
paquilaya,,how,Neutral,pdf
paquilaya yo puede llega na la farmacia,,how do i get to the pharmacy,Neutral,pdf
paquilaya yo puede llega na la gas station,,how do i get to the gas station,Neutral,pdf
paquilaya yo puede llega na la hospital,,how do i get to the hospital,Neutral,pdf
paquilaya yo puede llega na la hotel,,how do i get to the hotel,Neutral,pdf
paquilaya yo puede llega na la pulis,,how do i get to the police station,Neutral,pdf
para,,for,Neutral,pdf
para anay pabor,,stop please,Neutral,pdf
para tu!,,stop!,Neutral,pdf
para usted!,,stop!,Neutral,pdf
para vos!,,stop!,Neutral,pdf
paradahan,"""parking lot",a point where jeepneys line up for loading and unloading of passenger,Neutral,pdf
paraguas,,umbrella,Neutral,pdf
paralitico,,paralyzed,Neutral,pdf
parao,,standing,Neutral,pdf
pari,"""to labor",to give birth,Neutral,pdf
pariente,"""relative",kinsman,Neutral,pdf
parque,,park,Neutral,pdf
parte,,part,Neutral,pdf
parti,"""to divide","to cut, to slice",Neutral,pdf
partihan,,to share with one another,Neutral,pdf
partíhan,v,share with one another,Neutral,pdf
pará,v,"stand up, to stop",Neutral,pdf
parí,v,"labor, to give birth",Neutral,pdf
pasa,,to pass,Neutral,pdf
pasada,"""passage","passing, way",Neutral,pdf
pasahe,,fare,Neutral,pdf
pasahero,,passenger,Neutral,pdf
pasaje,,fare,Neutral,pdf
pasajero,,passenger,Neutral,pdf
pasao,"""passed",spoiled,Neutral,pdf
pasaporte,,passport,Neutral,pdf
pasatiempo,,hobby,Neutral,pdf
pascua,,christmas,Neutral,pdf
pasea,"""to stroll",to go out for a walk,Neutral,pdf
pasmao,,palsied,Neutral,pdf
patada,,kick,Neutral,pdf
pati,,and,Neutral,pdf
paz,,peace,Neutral,pdf
país,n,country,Neutral,pdf
peca,,to sin,Neutral,pdf
pecado,,sin,Neutral,pdf
pecador,,sinner,Neutral,pdf
pecho,,chest,Neutral,pdf
pedaso,,piece,Neutral,pdf
pega,,to hit,Neutral,pdf
pegao,,hit,Neutral,pdf
peina,,to comb,Neutral,pdf
peinao,,combed,Neutral,pdf
pelea,"""quarrel","conflict, trouble, problem, fight",Urgency,pdf
peleahan,"""quarrel","conflict, trouble, problem, fight",Urgency,pdf
peleajan,"""quarrel","conflict, trouble, problem, fight",Urgency,pdf
peligro,"""danger","risk, hazard",Concern,pdf
peligroso,"""dangerous","risky, hazardous",Neutral,pdf
pelleho,,skin,Neutral,pdf
pellejo,,skin,Neutral,pdf
pelo,,hair,Neutral,pdf
pelyahan,"""quarrel","conflict, trouble, problem, fight",Urgency,pdf
pelyeho,,skin,Neutral,pdf
pena,"""penalty","pain, trouble",Frustration,pdf
penoso,"""grievous","painful, hard",Neutral,pdf
pensa,"""to think",to ponder,Neutral,pdf
pensaba,,thought,Neutral,pdf
pensamiento,"""mind",thought,Neutral,pdf
pepita,,seed,Neutral,pdf
peque,,fake,Neutral,pdf
perde,,to lose,Neutral,pdf
perdido,"""gone","lost, abandoned",Neutral,pdf
perdido yo,,i'm lost,Neutral,pdf
perdon,,forgiveness,Neutral,pdf
perdona,,to forgive,Neutral,pdf
perdona conmigo,,sorry,Neutral,pdf
perdonao,,forgiven,Neutral,pdf
perdón,n,forgiveness,Neutral,pdf
perfecto,,perfect,Neutral,pdf
performa,,to perform,Neutral,pdf
perlas,"""pearl",pearls,Neutral,pdf
permanente,,permanent,Neutral,pdf
permiso,"""permit",permission,Neutral,pdf
permiti,,to permit,Neutral,pdf
pero,,but,Neutral,pdf
perro,,dog,Neutral,pdf
persecucion,,persecution,Neutral,pdf
persecución,n,persecution,Neutral,pdf
persona,,person,Neutral,pdf
personal,,personal,Neutral,pdf
pesao,,heavy,Neutral,pdf
pesca,,to fish,Neutral,pdf
pescador,,fisherman,Neutral,pdf
pescao,,fish,Neutral,pdf
pescuezo,,neck,Neutral,pdf
peso,,peso,Neutral,pdf
pidi,"""to ask","to beg, to seek",Neutral,pdf
piedra,,stone,Neutral,pdf
pierna,"""leg",legs,Neutral,pdf
pies,"""foot",feet,Neutral,pdf
pija,,to watch carefully,Neutral,pdf
pijo,,careful watch,Neutral,pdf
pilit,"""to stick","to get stuck, to adhere",Neutral,pdf
pillo,,naughty,Neutral,pdf
pinaka,,superlative marker (pinaka-guapo),Neutral,pdf
pinta,,to paint,Neutral,pdf
pintao,,painted,Neutral,pdf
pipina,,to pick up,Neutral,pdf
pirmi,,always,Neutral,pdf
pisa,,to step on,Neutral,pdf
pisu,,chick,Neutral,pdf
piti pies/pitik pies,,to look for a way to cause conflict/trouble.,Frustration,pdf
pitik,"""to snap oneâs finger","to flip, to topple",Neutral,pdf
plaito,"""fight","conflict, trouble",Frustration,pdf
plancha,,iron,Neutral,pdf
planea,,to plan,Neutral,pdf
plano,,plan,Neutral,pdf
planta,,factory,Neutral,pdf
plantacion,,plantation,Neutral,pdf
plantación,n,plantation,Neutral,pdf
plantao,,planted,Neutral,pdf
platito,,small plate,Neutral,pdf
plato,,plate,Neutral,pdf
plojo,,lazy,Neutral,pdf
plojon,,lazy,Neutral,pdf
pluma,,ballpen,Neutral,pdf
plánta,n,factory,Neutral,pdf
pobre,,poor,Neutral,pdf
poco,"""little",few,Neutral,pdf
poco se gente na paseo del mar.,,there are so many people at the paseo del mar.,Neutral,pdf
poco se/ese,,enormous; large in number.,Neutral,pdf
poco-poco,,little by little,Neutral,pdf
pogon,,an enclosed chamber in which heat is produced usually for cooking,Neutral,pdf
polvo,,powder,Neutral,pdf
polvos,,powder,Neutral,pdf
pone,"""to put",to place,Neutral,pdf
pono,,tree,Neutral,pdf
por,,for,Neutral,pdf
por cuantos tiempo no hay mira,,long time no see,Neutral,pdf
por favor,,please,Neutral,pdf
por favor habla mas despacio,,please speak more slowly,Neutral,pdf
por pecho,,to take seriously.,Neutral,pdf
por que,,why,Neutral,pdf
